Subject,Date,Body,filepath,Source
Zambia,2/15/24,"(i)receive and investigate complaints under this act; and (j)vary conditions and terms of a licence issued under this act. 5. (1) the president, through the civil service commission, shall appoint a data protection commissioner who shall be a public officer with the following skills, qualifications and expertise: (a) minimum university degree level in information communication technologies; (b) data protection rules and operations; ( c) data protection laws; and (d) at least four years at senior management level in a related field. (2) the data protection commissioner is responsible for the day to day administration of the office of the data protection commission. 6. (1) the civil service commission shall, on the recommendation of the office of the data protection commissioner, appoint as public officers two deputy data protection commissioners and other staff as may be necessary for the performance of the functions of the office of the data protection commission. (2) the two deputy data protection commissioners are responsible for the formulation of policies and planning and for data processing system. part iii inspectorate 7. (1) the civil service commission may appoint a suitably qualified person to be an inspector for the purposes of ensuring compliance with this act. (2) the civil service commission shall issue an inspector with an identification card and a certificate of appointment in the prescribed form which are prima facie evidence of the inspectors appointment. 8. (1) an inspector may, for the purpose of enforcing the provisions of this act, at any reasonable time and with a warrant (a) enter and inspect the business premises of a data controller or data processor; data protection commissioner appointment of deputy data protection commissioners and other staff inspector power of inspectors data protection [no. 3 of 2021 97",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(b) inspect equipment and supplies in or about the licensed premises; (c) have access to and inspect, examine and audit documents, books and records of the data controller or data processor; (d)remove a document, book, record or other document which an inspector believes may afford evidence of offence under this act; (e) require from a data controller or data processor an explanation of any record or entry in the document, book, record or other document; (f)make copies of or extracts from, a document, book, record or other document relating to the licensed activity on any premises that has a bearing on an investigation; and (g) remove from the premises any equipment, commodity or product used in contravention of this act. (2) an inspector may perform an inspection for the purposes of ensuring a data controllers or data processors compliance with this act. (3) a data controller or data processor shall afford an inspector access to any record or document for purposes of an inspection and produce to the inspector, a record or document that the inspector may require. (4) an inspector shall exercise the power under subsection (1)(a) in relation to a dwelling house or any land or building occupied as a private dwelling, during the day with a warrant. (5) an inspector who removes an article, document, record, book or any other thing from any premises under subsection (1), shall (a) issue a receipt for the article, document, record, book or any other thing to the owner or person in control of the premises; and (b)return the article, thing, record, book or any other document as soon as practicable after achieving the purpose for which it was removed. 98 no. 3 of 2021] data protection",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"9. (1) an inspector may arrest a person, without a warrant, where the inspector has reasonable grounds to believe that the person (a) has committed an offence under this act; (b) is about to commit an offence under this act and there is no other way to prevent the commission of the offence; or (c) is willfully obstructing an inspector in the execution of the inspectors duties. (2) an inspector who makes an arrest under subsection (1) shall, without delay, have the person arrested brought to a police station. 10. a law enforcement officer may seize and detain property which the inspector has reason to believe was used to commit an offence under this act until an order of the court is made regarding the disposal thereof. 11. (1) a law enforcement officer shall, where a person from whom an article or other property has been seized under section 10 is found not guilty or the proceedings against that person are withdrawn  (a) without delay, restore the article or property to that person; or (b) where the enforcement officer is satisfied that the person cannot be found or is unwilling to receive back the article or property, apply to the court for an order of forfeiture of the article or property. (2) the court shall make an order of forfeiture under subsection (1) if  (a)the law enforcement officer has given notice, by publication in the gazette and in a daily newspaper of general circulation in the republic, to the effect that the article or property which has been seized under this act shall vest in the state if it is not claimed within three months from the date of publication of the notice; and (b) three months after the giving of the notice under paragraph (a),the article or property remains unclaimed. (3) where a claim is made, in writing, by a person that is lawfully entitled to the article or property seized under this act, the law enforcement officer may order the release of the article or property to the claimant if satisfied that there is no dispute concerning the ownership of the article or property and that it is not liable to forfeiture. arrest without warrant seizure of property restoration of property data protection [no. 3 of 2021 99",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"part iv principles and rules relating to processing of personal data 12. (1) a data controller or data processor shall ensure that personal data is (a) processed lawfully, fairly and transparently; (b) collected for explicit, specified and legitimate purposes and not further processed in a manner incompatible with those purposes; (c) adequate, relevant and limited to what is necessary in relation to the purposes for which it is processed; (d) accurate and where necessary, kept up to date, with every reasonable step taken to ensure that any inaccurate personal data is erased or rectified without delay; (e) stored in a form which permits identification of data subjects for no longer than is necessary for the purposes for which the personal data is processed; (f) processed in accordance with the rights of a data subject; and (g) processed in a manner that ensures appropriate security of the personal data, including protection against unauthorised or unlawful processing and against any loss, destruction or damage, using appropriate technical or organisational measures. (2) for the purposes of subsection 1(b), processing of personal data for purposes of archiving in the public interest, scientific or historical research purposes or statistical purposes shall not be considered to be incompatible with the initial purpose. 13. subject to the other provisions of thisact, a data controller may process personal data where (a) the data subject has given consent to the processing of that data subjects personal data; (b) the processing is necessary (i) for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract; (ii) for compliance with a legal obligation to which the data controller is subject; principles relating to processing of personal data processing of personal data 100 no. 3 of 2021] data protection",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(iii) in order to protect the vital interests of the data subject or of another natural person; (iv) for the performance of a task carried out in the public interest or in the exercise of official authority vested in the data controller; (v) for the purposes of the legitimate interests pursued by the data controller or by a third party, except where such interests are overridden by the interest or fundamental rights and freedoms of the data subject which require protection of personal data, in particular where the data subject is a child; or (c) the processing relates to personal data which is manifestly made public by the data subject. 14. (1) a person shall not process sensitive personal data, unless (a) processing is necessary for the establishment, exercise or defence of a legal claim or whenever a court is exercising a judicial function; (b) processing is necessary for the purposes of preventive or occupational medicine, for the assessment of the working capacity of the employee, medical diagnosis, the provision of health or social care or treatment or the management of health or social care systems and services ;or (c) processing is necessary for reasons of public interest. (2) personal data under subsection (1)(b) may be processed when the data is processed by or under the responsibility of a professional, subject to secrecy and other obligations imposed by any law or professional bodies regulating them. (3) personal data referred to under subsection (1) (c)shall be processed only where adequate measures to safeguard the rights and freedoms of the data subject have been put in place. 15. (1) a data controller shall not process personal data unless the data subject consents to the processing. (2) a data subject may consent to the processing of that data subjects personal data in writing. processing of sensitive personal data consent, justification and objection data protection [no. 3 of 2021 101",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(3) prior to giving consent, the data subject shall be informed of the data subjects right to withdraw the consent. (4) a data controller shall, where processing is based on consent, demonstrate that the data subject has consented to the processing. (5) where a data subject consents in the form of a written declaration which also concerns other matters, the request for consent shall be presented in a manner which is clearly distinguishable from the other matters, in an intelligible and easily accessible form, using clear and plain language. (6) a data subject shall have the right to withdraw consent at any time. (7) the withdrawal of consent shall not affect the lawfulness of processing based on consent under subsection (5) before its withdrawal and all personal data collected following withdrawal of the consent shall, subject to the provisions of thisact, be destroyed immediately. (8) a data subject may object, at any time, to the processing of that data subjects personal data. (9) where a data subject has objected to the processing of that data subjects personal data, the data controller or data processor shall no longer process that personal data. 16. (1) subject to subsection (2), a data controller shall collect personal data directly from a data subject. (2) a data controller may collect personal data from a source other than the data subject if (a) the data is contained in or derived from a public record or has intentionally been made public by the data subject; (b) the data subject has consented to the collection of data from another source; (c) collection of data from another source would not prejudice the interest of the data subject; (d) collection of data from another source is necessary (i) to avoid prejudice to the maintenance of the law and order by any public body, including the prevention, detection, investigation, prosecution and punishment of an offence; collection of personal data 102 no. 3 of 2021] data protection",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(ii) to comply with an obligation imposed by law; or (iii) for the conduct of proceedings in any court or tribunal that have commenced or are reasonably contemplated; or (iv) for the purposes of national security; (e) collection from the data subject would prejudice a lawful purpose of the collection; (f) compliance is not reasonably practicable in the circumstances of the particular case; or (g) it is (i) necessary for the provision of an emergency medical service to the data subject; (ii) required for the establishment of the identity of the data subject and the collection is authorised by a law written for that purpose; (iii) necessary to prevent a reasonable threat to national security, defence or public order; or (iv) necessary to prevent, investigate or prosecute a cognisable offence. 17. (1) where a data subject is a child or a vulnerable person, that data subjects right may be exercised by that data subjects parents, legal guardian or a person exercising parental responsibility as the case may be. (2) a data controller shall not process a childs or vulnerable persons personal data unless consent is given by the childs or vulnerable persons parent, legal guardian or a person exercising parental responsibility. (3) a data controller shall, where the personal data of a child or a vulnerable person is involved, make every reasonable effort to verify that consent has been given or authorised, taking into account available technology. (4) a data controller shall incorporate appropriate mechanisms for age verification and parental consent in the processing of personal data of a child. 18. (1) a body corporate that contravenes the provisions of this part commits an offence and is liable on conviction to (a) a fine not exceeding one hundred million penalty units; or (b) two percent of annual turnover of the preceding financial year, whichever is higher. processing of child and vulnerable persons personal data offence and penalty for contravention of personal data obligation data protection [no. 3 of 2021 103",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(2) where the offence is committed by a natural person, that person shall be liable, on conviction to a fine not exceeding one million penalty units or to imprisonment for a term not exceeding five years, or to both. part v regulation of data controllers, data processors and data auditors 19. (1) a person shall not control or process personal data without registering as a data controller or a data processor under this act. (2) a person who contravenes subsection (1) commits an offence and is liable, on conviction to a fine not exceeding five hundred thousand penalty units or to imprisonment for a term not exceeding five years or both. 20. (1) a person who intends to process personal data shall apply to the data protection commissioner for registration as a data controller or data processor in a prescribed manner and form on payment of a prescribed fee. (2) the data protection commissioner may, within fourteen days of receipt of an application under subsection (1), grant or reject the application. (3) the data protection commissioner shall, where it rejects an application under subsection (2), inform the applicant, in writing and give reasons for the decision. 21. (1) the data protection commissioner shall, within fourteen days of the approval of an application under section 20, issue the applicant with a certificate of registration, if the applicant meets the prescribed requirements. (2) a registered data controller or data processor shall display the certificate of registration issued under thisact in a conspicuous place at the registered data controllers or data processors principal place of business and a certified copy of the certificate of registration at every subsidiary premises where the registered data controller or data processor carries on business. 22. (1) a registered data controller or data processor may three months before the expiration of the validity of the certificate, apply to the authority for renewal of a certificate of registration in a prescribed manner and form on payment of a prescribed fee. prohibition from controlling or processing personal data without registration application for registration as data processor or data controller registration of data controller and data processor renewal of certificate of registration 104 no. 3 of 2021] data protection",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(2) the data protection commissioner shall, within thirty days of receiving an application for the renewal of a certificate of registration, approve or reject the application and give reasons where it rejects the application for renewal of the certificate. (3) a holder of a certificate of registration who submits an application for the renewal of a certificate of registration in accordance with subsection (1), shall continue to operate the business or activity until a decision is made by the data protection commissioner on the application. 23. a registered data controller or data processor under this act shall notify the data protection commissioner of any change in the particulars relating to the registration within seven days of the change. 24. (1) subject to other provisions of this act, the data protection commissioner may suspend or cancel the registration of a data controller or data processor if the registered data controller or data processor (a) obtained the registration on the basis of fraud, misrepresentation or concealment of a material fact; (b) has ceased to carry on business in the data processing or controlling industry for a prescribed period; (c)fails to comply with any term or condition of the certificate of registration; or (d) operates the registered business activity in contravention of this act or any other relevant written law. (2) the data protection commissioner shall, not less than thirty days before suspending or cancelling registration of a data controller or data processor in accordance with subsection (1), notify the registered data controller or data processor of the intention to suspend or cancel the registration giving reasons for its decision and requesting the registered data controller or data processor to show cause, within a period as the data protection commissioner shall specify in the notice, why the registration of the data controller or data processor shall not be suspended or cancelled. (3) where the data protection commissioner is not satisfied with the reasons advanced by the data controller or data processor under subsection (2), the data protection commissioner shall proceed to suspend or cancel, the registration stating the reasons for the suspension or cancellation. change in details of data controller or data processor suspension or cancellation of registration data protection [no. 3 of 2021 105",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(4) where a certificate of registration is cancelled or suspended, the data protection commissioner shall prescribe conditions with which the data collected from the data subjects will be processed. (5) a data controller or data processor who contravenes subsection (4) commits an offence and is liable, on conviction, to a fine not exceeding one million penalty units or to imprisonment for a term of five years. 25. where a certificate of registration is cancelled or suspended under section 24, the holder of the certificate of registration may apply to the data protection commissioner for re-registration in a prescribed form and manner on payment of a prescribed fee. 26. (1) where a registered data controller or data processor decides not to continue providing the services, the data controller or data processor shall notify the data protection commissioner in writing. (2) the data protection commissioner shall prescribe terms and conditions on which the certificate of registration shall be surrendered. (3) where a certificate of registration is surrendered under sub section (1), the certificate of registration shall lapse, and the data controller or data processor shall cease to be entitled to any benefits obtainable under the certificate of registration. (4) a data controller or data processor who fails to adhere to the terms and conditions of surrender in subsection (2) commits an offence and is liable, on conviction, to a fine not exceeding one million penalty units or to imprisonment for a term of ten years. 27. the data protection commissioner may, by declaration, exempt a person for a limited or unlimited period of time, from the requirement to hold a certificate of registration to process personal data. 28. (1) the data protection commissioner may forbear from applying to a data controller any provision of this part, where the data protection commissioner considers that forbearance is consistent with the objects of this act. (2) the data protection commissioner shall, where it decides to forbear from applying any provision, immediately, publish a notice of forbearance in the gazette, setting out the details of and the reasons for, the decision. reregistration surrender of certificate of registration exemption from registration power to forbear 106 no. 3 of 2021] data protection",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"part vi data auditors 29. the data protection commissioner shall licence data auditors in the prescribed manner and form on payment of the prescribed fee. 30. (1) a person who intends to provide data auditing services under this act shall apply to the data protection commissioner for a licence in the prescribed manner and form on payment of the prescribed fee. (2) the data protection commissioner shall, within sixty days of receipt of an application, grant or reject the application. (3) where the data protection commissioner fails to make a decision within the period referred to under subsection (2), except as otherwise provided under this act, the application shall be deemed to have been granted. (4) the data protection commissioner shall, where it rejects an application for a licence, inform the applicant in writing stating the reasons for the rejection. (5) the data protection commissioner may request for further particulars in respect of an application. (6) where the data protection commissioner requests for particulars referred to in subsection (5), the period referred to in subsection (2) stops running. 31. alicence under thisact shall only be issued to an applicant that possesses the relevant technical capabilities determined by the data protection commissioner. 32. a licence issued under this act shall (a) contain the terms and conditions of the licence; and (b) be valid for the period as maybe prescribed. 33. (1) a licensee may, at any time during the validity of the licence, apply to the data protection commissioner for variation of the terms and conditions of the licence or any matter relating to the licence. (2) the data protection commissioner shall consider the application referred to in subsection (1) and may grant or reject the application, and shall give reasons to the applicant where it rejects the application. data auditors application for licence issue of licences conditions of licence variation of licence data protection [no. 3 of 2021 107",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(3) the data protection commissioner may vary the licence or the terms and conditions of a licence where (a) the variation is necessary in the public interest; or (b) the variation is necessary to address the concerns of the members of the public; (4) the data protection commissioner shall, before making any variation of the terms and conditions of a licence under this section, give notice to the licensee (a) stating that it proposes to make variations in the manner specified in the notice; and (b) specifying the time, not being more than fourteen days from the date of service of the notice on the licensee, within which written representation in respect of the proposed variation may be made to the data protection commissioner by the licensee. (5) compensation shall not be payable by the data protection commissioner to a licensee for any variation to a licence. 34. (1) where a licensee decides not to continue providing the services relating to the licence, the licensee shall notify the data protection commissioner in writing and shall agree with the data protection commissioner on the terms and conditions of the surrender of the licence, with particular reference to anything done or any benefit obtained under the licence. (2) where a licence is surrendered under sub section (1), the licence shall lapse, and the licensee shall cease to be entitled to any benefits obtainable under the licence. (3) where a licence is surrendered under subsection (1), the licensee shall not be entitled to a refund of any fees paid with respect to the licence. 35. (1) a licensee shall not cede, pledge, encumber or otherwise dispose of a licence. (2) a licensee may transfer or assign a licence with the prior approval of the data protection commissioner. (3) an application for approval to transfer or assign a licence shall be made to the data protection commissioner. (4) the data protection commissioner may, within thirty days of receipt of the application surrender of licence transfer of licence 108 no. 3 of 2021] data protection",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
Zambia,2/15/24,"(a) approve the application on such terms and conditions as it may determine; or (b) reject the application in accordance with the provisions of this act. 36. (1) subject to the other provisions of thisact, the data protection commissioner may suspend or cancel a licence if the holder: (a) obtained the licence by fraud or submission of false information or statements; (b) contravenes this act, any other written law relating to the licence or any terms and conditions of the licence; (c) fails to comply with a decision or guidelines issued by the data protection commissioner; (d) enters into receivership or liquidation or takes any action for voluntary winding up or dissolution; (e) enters into any scheme of arrangement, other than for the purpose of reconstruction or amalgamation, on terms and within such period as may previously have been approved in writing by the data protection commissioner; (f) is the subject of any order that is made by a court or tribunal for its compulsory winding up or dissolution; (g) has ceased to fulfil the eligibility requirements under this act; or (h) the suspension or cancellation is in the public interest. (2) the data protection commissioner shall before suspending or cancelling the licence in accordance with this section, give written notice to the holder thereof of its intention to suspend or cancel the licence and shall (a) give the reasons for the intended suspension or cancellation; and (b) require the holder to show cause, within a period of not more than thirty days, why the licence should not be suspended or cancelled. (3) the data protection commissioner shall not suspend or cancel a licence under this section if the licensee takes remedial measures to the satisfaction of the data protection commissioner within the period referred to in subsection(2). suspension and cancellation data protection [no. 3 of 2021 109",https://www.parliament.gov.zm/sites/default/files/documents/acts/Act%20No.%203%20The%20Data%20Protection%20Act%202021_0.pdf,Data Protection Law
